169,4,20
170,5,37
171,6,42
172,5,23
173,5,3
174,6,61
175,6,32
176,6,19
177,5,88
178,4,58
179,4,64
180,5,59
181,5,17
182,5,69
183,5,63
184,6,61
185,4,113
186,4,71
187,5,100
188,4,41
189,6,67
190,5,102
191,5,4
192,4,108
193,4,95
194,5,70
195,6,49
196,6,16
197,6,4
198,5,79
199,5,78
200,5,106
201,4,51
202,6,37
203,4,20
204,6,17
205,5,115
206,6,26
207,7,50
208,5,71
209,4,23
210,4,52
211,4,110
212,4,79
213,7,26
214,7,13
215,4,114
216,5,78
217,6,111
218,5,65
219,5,46
220,4,12
221,5,77
222,4,59
223,5,51
224,4,20
225,7,96
226,5,39
227,5,109
228,4,13
229,5,116
230,4,110
231,5,82
232,5,34
233,6,66
234,4,111
235,7,95
236,5,104
237,4,18
238,5,12
239,6,23
240,4,32
241,5,19
242,5,37
243,5,77
244,4,59
245,4,92
246,6,27
247,5,50
248,6,10
249,4,4
250,6,57
251,4,76
252,4,83
253,5,30
254,4,36
255,5,90
256,5,82
257,6,72
258,5,75
259,5,26
260,4,11
261,4,34
262,6,56
263,7,16
264,5,120
265,5,51
266,5,16
267,4,1
268,5,101
269,6,60
270,4,96
271,4,78
272,5,41
273,4,66
274,4,115
275,5,108
276,7,62
277,5,53
278,6,117
279,5,28
280,6,21
281,4,50
282,5,27
283,4,24
284,4,36
285,4,40
286,4,17
287,6,6
288,5,38
289,5,79
290,4,117
291,4,25
292,6,65
293,4,67
294,7,2
295,5,99
296,5,50
297,6,83
298,6,26
299,4,30
300,6,21
301,4,71
302,4,71
303,4,72
304,6,105
305,4,95
306,6,84
307,5,29
308,6,68
309,4,96
310,5,88
311,5,6
312,6,112
313,6,11
314,7,40
315,7,32
316,4,115
317,6,105
318,6,35
319,6,47
320,4,114
321,6,43
322,4,94
323,6,83
324,5,20
325,4,108
326,4,52
327,4,66
328,5,108
329,7,84
330,5,69
331,5,32
332,4,67
333,6,109
334,4,15
335,5,64
336,5,111
337,4,52
338,4,64
339,5,44
340,5,10
341,5,116
342,5,26
343,5,114
344,4,20
345,5,63
346,4,12
347,5,89
348,5,99
349,4,8
350,6,67
351,5,69
352,5,88
353,6,114
354,5,111
355,4,77
356,4,120
357,5,67
358,6,68
359,5,98
360,5,36
361,5,31
362,6,3
363,6,87
364,4,17
365,4,49
366,5,36
367,6,111
368,5,16
369,4,26
370,7,84
371,5,11
372,4,98
373,6,5
374,5,79
375,6,18
376,6,72
377,5,7
378,5,116
379,4,25
380,7,31
381,4,109
382,4,33
383,4,85
384,6,56
385,5,77
386,4,37
387,5,95
388,4,46
389,4,112
390,4,65
391,5,49
392,5,43
393,4,97
394,5,15
395,5,79
396,5,79
397,6,31
398,4,15
399,6,56
400,6,19
401,6,81
402,5,24
403,5,28
404,6,50
405,4,118
406,7,83
407,4,47
408,4,17
409,6,27
410,5,47
411,6,82
412,4,80
413,4,58
414,4,62
415,5,40
416,4,2
417,4,90
418,4,48
419,4,100
420,4,72
421,5,113
422,5,80
423,7,4
424,5,2
425,7,36
426,5,56
427,5,85
428,5,120
429,6,22
430,5,2
431,6,61
432,5,96
433,5,77
434,4,32
435,4,18
436,7,77
437,6,12
438,5,102
439,5,35
440,5,23
441,4,41
442,6,51
443,5,46
444,4,33
445,4,120
446,4,25
447,5,59
448,5,4
449,6,109
450,5,55
451,4,104
452,4,110
453,7,85
454,4,1
455,5,92
456,4,71
457,5,90
458,4,96
459,6,52
460,5,24
461,4,46
462,5,21
463,4,6
464,6,80
465,5,76
466,5,82
467,4,1
468,4,102
469,5,90
470,4,50
471,6,86
472,5,93
473,5,52
474,5,5
475,5,67
476,4,76
477,4,40
478,5,86
479,5,51
480,6,97
481,5,82
482,4,36
483,5,16
484,4,78
485,4,87
486,5,108
487,5,52
488,5,39
489,7,93
490,4,100
491,6,21
492,6,120
493,5,49
494,4,95
495,4,91
496,4,91
497,4,58
498,4,100
499,5,64
500,5,12
501,5,111
502,4,115
503,5,32
504,4,60
505,4,112
506,5,111
507,7,23
508,6,48
509,5,26
510,5,96
511,8,2
512,6,117
513,5,110
514,5,109
515,6,66
516,4,55
517,5,17
518,5,20
519,5,14
520,5,29
521,4,103
522,6,24
523,5,70
524,6,77
525,7,45
526,5,37
527,4,18
528,6,59
529,5,80
530,5,34
531,4,26
532,4,21
533,4,113
534,4,10
535,5,48
536,4,43
537,4,19
538,4,71
539,5,87
540,4,51
541,6,63
542,5,31
543,4,92
544,6,74
545,4,66
546,5,2
547,6,9
548,4,19
549,5,114
550,4,103
551,4,103
552,4,56
553,5,1
554,6,120
555,5,43
556,5,2
557,4,7
558,4,80
559,5,7
560,5,118
561,4,65
562,4,59
563,7,33
564,4,107
565,5,39
566,6,2
567,5,71
568,6,102
569,6,56
570,5,54
571,6,93
572,4,83
573,6,65
574,4,83
575,5,83
576,4,39
577,4,115
578,6,15
579,6,20
580,6,26
581,5,31
582,4,55
583,4,4
584,7,69
585,5,97
586,5,114
587,5,109
588,4,108
589,6,107
590,7,101
591,6,85
592,7,84
593,6,52
594,4,54
595,5,50
596,5,112
597,5,93
598,6,66
599,5,82
600,5,101
601,5,95
602,4,110
603,5,8
604,5,68
605,4,32
606,5,15
607,5,105
608,4,4
609,7,108
610,4,63
611,4,51
612,4,100
613,4,95
614,4,115
615,6,82
616,5,56
617,6,115
618,4,17
619,5,63
620,5,101
621,6,19
622,6,86
623,5,37
624,6,42
625,4,48
626,4,40
627,4,89
628,6,97
629,4,12
630,4,19
631,5,81
632,4,48
633,7,88
634,5,101
635,5,56
636,6,101
637,6,60
638,4,79
639,5,23
640,4,65
641,4,53
642,4,113
643,4,109
644,6,32
645,6,33
646,4,72
647,7,86
648,4,60
649,5,116
650,4,35
651,4,36
652,4,77
653,4,18
654,4,33
655,4,26
656,6,112
657,5,32
658,6,52
659,5,46
660,5,43
661,5,48
662,5,104
663,5,4
664,4,11
665,4,34
666,5,21
667,6,54
668,6,87
669,4,42
670,5,43
671,7,9
672,4,2
673,8,9
674,4,25
675,6,38
676,4,11
677,5,47
678,4,8
679,5,104
680,4,87
681,4,106
682,6,95
683,4,15
684,6,89
685,4,116
686,4,15
687,5,75
688,6,33
689,4,113
690,5,74
691,5,4
692,4,43
693,6,3
694,4,18
695,4,53
696,6,53
697,5,91
698,6,114
699,6,100
700,4,5
701,4,111
702,4,51
703,5,99
704,5,70
705,6,119
706,5,102
707,4,46
708,6,14
709,5,68
710,4,109
711,4,41
712,5,34
713,5,45
714,4,35
715,5,14
716,7,66
717,5,28
718,7,25
719,8,88
720,4,22
721,7,44
722,4,76
723,5,34
724,5,75
725,5,74
726,5,7
727,5,97
728,6,28
729,4,71
730,7,102
731,6,18
732,5,114
733,7,66
734,6,108
735,5,85
736,5,28
737,5,117
738,5,98
739,6,104
740,5,11
741,9,72
742,5,105
743,4,111
744,4,95
745,5,106
746,6,62
747,5,27
748,7,110
749,5,55
750,4,74
751,5,92
752,4,99
753,5,117
754,4,64
755,6,60
756,4,51
757,4,107
758,4,99
759,4,57
760,4,52
761,4,119
762,4,98
763,5,47
764,5,35
765,5,35
766,4,33
767,5,109
768,4,29
769,4,105
770,6,72
771,5,22
772,5,62
773,4,36
774,4,52
775,4,112
776,4,64
777,6,90
778,4,108
779,6,110
780,4,59
781,4,9
782,4,21
783,6,78
784,4,56
785,6,92
786,4,37
787,5,78
788,6,81
789,6,41
790,4,19
791,4,63
792,5,30
793,5,67
794,5,8
795,5,104
796,5,65
797,6,56
798,6,29
799,4,67
800,6,7
801,4,42
802,4,33
803,4,7
804,6,99
805,7,33
806,4,73
807,6,117
808,5,68
809,5,109
810,4,85
811,7,5
812,4,45
813,5,100
814,4,90
815,6,87
816,4,63
817,5,118
818,4,16
819,6,6
820,5,1
821,5,11
822,5,102
823,5,21
824,4,96
825,4,84
826,4,33
827,5,116
828,4,53
829,5,12
830,4,112
831,4,31
832,6,98
833,5,30
834,4,33
835,4,11
836,4,44
837,4,4
838,4,20
839,7,13
840,5,7
841,5,115
842,6,8
843,5,66
844,5,105
845,4,115
846,5,58
847,5,23
848,4,6
849,5,71
850,4,59
851,4,29
852,6,7
853,6,71
854,5,20
855,5,96
856,5,31
857,5,33
858,5,71
859,6,58
860,6,100
861,5,28
862,5,94
863,4,53
864,5,58
865,4,74
866,5,11
867,4,60
868,6,120
869,4,6
870,4,32
871,5,44
872,5,61
873,6,44
874,4,17
875,5,74
876,5,106
877,6,68
878,6,28
879,5,67
880,4,101
881,6,20
882,5,53
883,4,94
884,6,59
885,5,101
886,5,99
887,7,52
888,5,81
889,6,110
890,5,111
891,6,69
892,5,38
893,4,117
894,7,48
895,4,38
896,5,103
897,5,12
898,4,22
899,6,7
900,5,64
901,5,113
902,4,74
903,6,73
904,4,25
905,4,57
906,7,86
907,6,65
908,5,58
909,5,24
910,5,114
911,5,21
912,5,120
913,4,44
914,6,112
915,7,82
916,5,2
917,4,33
918,4,92
919,4,102
920,4,101
921,8,33
922,4,97
923,5,86
924,5,39
925,4,4
926,7,100
927,4,102
928,5,80
929,6,4
930,5,20
931,4,75
932,4,63
933,4,78
934,7,25
935,4,60
936,5,27
937,4,69
938,5,70
939,5,94
940,6,69
941,4,10
942,5,107
943,5,82
944,5,84
945,5,88
946,4,8
947,5,100
948,4,34
949,4,37
950,4,66
951,4,92
952,5,92
953,4,77
954,5,81
955,5,17
956,4,115
957,4,107
958,5,19
959,6,26
960,5,50
961,6,106
962,4,69
963,5,101
964,4,46
965,4,120
966,5,8
967,4,50
968,5,69
969,5,92
970,4,52
971,6,27
972,5,116
973,5,76
974,5,101
975,5,6
976,4,30
977,4,25
978,4,109
979,4,81
980,5,7
981,6,65
982,5,21
983,4,74
984,4,17
985,6,95
986,4,83
987,5,8
988,4,80
989,4,61
990,4,11
991,4,74
992,5,26
993,5,1
994,5,3
995,4,92
996,5,102
997,5,105
998,7,113
999,6,54
1000,5,22
1001,13,54
1002,10,55
1003,12,53
1004,10,66
1005,10,66
1006,10,69
1007,11,65
1008,11,69
1009,10,50
1010,13,66
1011,11,61
1012,12,66
1013,12,67
1014,10,69
1015,10,64
1016,11,61
1017,10,53
1018,10,68
1019,13,66
1020,10,56
1021,11,67
1022,12,58
1023,16,63
1024,11,69
1025,11,59
1026,11,61
1027,10,65
1028,10,54
1029,12,51
1030,11,52
1031,14,61
1032,10,57
1033,10,64
1034,12,53
1035,12,66
1036,10,59
1037,10,50
1038,11,69
1039,11,61
1040,12,59
1041,11,61
1042,11,67
1043,11,63
1044,11,52
1045,10,64
1046,11,67
1047,12,60
1048,10,57
1049,11,55
1050,10,68
1051,10,51
1052,11,61
1053,11,64
1054,11,67
1055,10,54
1056,11,55
1057,10,58
1058,10,63
1059,11,65
1060,13,57
1061,11,58
1062,11,55
1063,10,69
1064,16,62
1065,12,50
1066,11,55
1067,10,51
1068,10,58
1069,10,64
1070,12,70
1071,11,63
1072,10,53
1073,10,66
1074,11,55
1075,11,56
1076,10,70
1077,12,56
1078,13,63
1079,13,62
1080,12,56
1081,10,58
1082,11,50
1083,15,64
1084,10,52
1085,12,58
1086,11,63
1087,10,66
1088,11,67
1089,10,62
1090,12,54
1091,12,62
1092,11,51
1093,11,62
1094,11,59
1095,11,56
1096,12,52
1097,11,58
1098,13,56
1099,11,52
1100,10,56
1101,14,62
1102,11,61
1103,11,68
1104,10,59
1105,11,64
1106,11,64
1107,11,56
1108,12,67
1109,10,68
1110,10,69
1111,10,67
1112,13,52
1113,12,69
1114,10,60
1115,11,58
1116,10,68
1117,12,64
1118,10,58
1119,13,59
1120,14,51
1121,13,56
1122,11,70
1123,11,65
1124,11,62
1125,10,58
1126,11,63
1127,10,63
1128,12,66
1129,10,67
1130,10,60
1131,13,59
1132,11,66
1133,10,50
1134,10,70
1135,11,64
1136,10,57
1137,10,61
1138,10,53
1139,10,66
1140,11,55
1141,11,52
1142,10,54
1143,11,65
1144,10,67
1145,10,52
1146,11,68
1147,13,70
1148,11,66
1149,11,57
1150,11,56
1151,10,54
1152,13,61
1153,11,51
1154,11,65
1155,10,53
1156,13,68
1157,10,52
1158,11,67
1159,11,65
1160,10,50
1161,11,58
1162,11,55
1163,13,53
1164,12,51
1165,11,70
1166,10,64
1167,10,51
1168,12,61
1169,11,60
1170,12,67
1171,10,67
1172,10,52
1173,11,62
1174,10,50
1175,12,54
1176,10,57
1177,11,64
1178,11,52
1179,11,56
1180,10,53
1181,10,63
1182,12,66
1183,12,64
1184,10,52
1185,10,50
1186,10,59
1187,10,67
1188,11,59
1189,10,58
1190,11,60
1191,10,64
1192,10,55
1193,11,50
1194,11,50
1195,10,52
1196,11,61
1197,11,66
1198,13,51
1199,12,59
1200,10,52
1201,12,63
1202,11,58
1203,12,64
1204,11,57
1205,11,66
1206,11,50
1207,10,60
1208,10,57
1209,10,54
1210,10,50
1211,14,54
1212,11,54
1213,10,68
1214,13,65
1215,11,57
1216,11,51
1217,10,63
1218,12,62
1219,12,62
1220,11,55
1221,11,63
1222,11,65
1223,11,58
1224,12,57
1225,10,53
1226,10,54
1227,10,60
1228,10,65
1229,10,66
1230,11,60
1231,11,60
1232,12,70
1233,11,59
1234,11,57
1235,11,62
1236,10,70
1237,10,59
1238,11,70
1239,10,50
1240,11,61
1241,12,53
1242,10,52
1243,10,55
1244,12,70
1245,11,55
1246,10,64
1247,11,62
1248,12,66
1249,10,60
1250,12,59
1251,11,53
1252,13,66
1253,12,61
1254,10,54
1255,10,57
1256,10,55
1257,11,51
1258,10,56
1259,11,54
1260,11,55
1261,15,68
1262,10,61
1263,11,53
1264,12,51
1265,10,54
1266,10,68
1267,10,61
1268,10,65
1269,11,60
1270,11,70
1271,11,65
1272,11,50
1273,10,51
1274,12,67
1275,11,66
1276,11,60
1277,11,54
1278,12,68
1279,10,51
1280,11,68
1281,11,58
1282,10,56
1283,10,58
1284,11,57
1285,11,59
1286,10,52
1287,10,66
1288,10,65
1289,10,59
1290,10,63
1291,10,68
1292,11,66
1293,10,59
1294,11,63
1295,11,60
1296,10,61
1297,11,68
1298,12,51
1299,11,56
1300,10,67
1301,10,63
1302,10,65
1303,10,50
1304,11,52
1305,12,55
1306,10,59
1307,10,55
1308,11,60
1309,11,54
1310,12,60
1311,11,67
1312,13,70
1313,10,58
1314,10,57
1315,12,67
1316,11,68
1317,10,51
1318,11,54
1319,10,69
1320,11,68
1321,10,67
1322,13,57
1323,11,60
1324,10,53
1325,11,66
1326,11,64
1327,11,68
1328,10,65
1329,11,66
1330,10,68
1331,11,58
1332,12,62
1333,10,52
1334,11,65
1335,12,65
1336,12,57
1337,12,67
1338,12,67
1339,10,50
1340,10,65
1341,12,68
1342,11,66
1343,10,63
1344,10,64
1345,12,55
1346,11,52
1347,11,56
1348,10,58
1349,11,62
1350,10,53
1351,10,70
1352,10,68
1353,12,51
1354,11,56
1355,10,51
1356,11,50
1357,11,59
1358,10,70
1359,10,64
1360,11,59
1361,11,53
1362,12,52
1363,10,57
1364,11,55
1365,11,54
1366,10,52
1367,10,55
1368,10,62
1369,11,66
1370,12,70
1371,11,55
1372,11,68
1373,12,51
1374,11,52
1375,10,50
1376,11,64
1377,10,62
1378,12,60
1379,10,63
1380,12,51
1381,10,52
1382,11,70
1383,12,68
1384,10,55
1385,10,54
1386,11,58
1387,11,61
1388,10,62
1389,10,61
1390,10,70
1391,12,56
1392,15,56
1393,10,70
1394,12,50
1395,12,61
1396,10,65
1397,10,56
1398,10,67
1399,10,52
1400,10,62
1401,11,53
1402,12,64
1403,11,61
1404,11,54
1405,11,54
1406,10,50
1407,10,60
1408,10,60
1409,10,66
1410,11,51
1411,15,63
1412,12,70
1413,10,52
1414,10,50
1415,13,63
1416,12,56
1417,11,69
1418,12,53
1419,11,50
1420,10,69
1421,10,67
1422,10,55
1423,11,64
1424,10,58
1425,10,60
1426,11,53
1427,10,51
1428,11,69
1429,11,64
1430,10,64
1431,11,64
1432,11,63
1433,12,64
1434,11,70
1435,11,63
1436,10,51
1437,10,55
1438,11,68
1439,10,60
1440,12,57
1441,10,53
1442,10,58
1443,11,65
1444,10,56
1445,12,61
1446,11,59
1447,11,58
1448,10,51
1449,11,60
1450,12,50
1451,11,55
1452,13,58
1453,14,55
1454,10,58
1455,13,69
1456,10,62
1457,13,70
1458,10,61
1459,10,54
1460,10,53
1461,11,54
1462,11,53
1463,10,56
1464,11,58
1465,10,68
1466,11,63
1467,12,58
1468,11,53
1469,13,66
1470,12,69
1471,11,57
1472,10,61
1473,11,50
1474,11,52
1475,11,56
1476,10,62
1477,10,69
1478,10,64
1479,10,55
1480,10,54
1481,10,56
1482,10,56
1483,10,51
1484,15,50
1485,12,55
1486,11,56
1487,11,58
1488,10,69
1489,10,69
1490,12,62
1491,10,63
1492,10,64
1493,10,63
1494,12,50
1495,10,58
1496,13,53
1497,11,55
1498,11,59
1499,11,50
1500,11,69
1501,7,128
1502,8,147
1503,6,98
1504,11,111
1505,6,129
1506,7,117
1507,8,140
1508,8,100
1509,7,137
1510,5,114
1511,8,87
1512,5,82
1513,10,111
1514,6,118
1515,7,126
1516,10,129
1517,7,110
1518,5,147
1519,4,133
1520,8,146
1521,7,114
1522,7,139
1523,7,88
1524,5,134
1525,9,121
1526,6,121
1527,8,136
1528,7,101
1529,5,129
1530,9,87
1531,7,129
1532,8,84
1533,7,102
1534,5,84
1535,6,87
1536,5,132
1537,5,131
1538,6,133
1539,8,86
1540,8,119
1541,6,110
1542,6,95
1543,9,85
1544,8,103
1545,7,109
1546,6,82
1547,7,149
1548,7,85
1549,9,140
1550,6,123
1551,5,130
1552,7,88
1553,6,92
1554,6,121
1555,8,124
1556,10,105
1557,5,140
1558,5,131
1559,5,134
1560,6,112
1561,6,145
1562,5,106
1563,6,147
1564,6,95
1565,7,130
1566,8,141
1567,5,80
1568,7,130
1569,6,107
1570,7,123
1571,7,126
1572,5,97
1573,6,80
1574,6,121
1575,7,126
1576,5,95
1577,7,137
1578,8,102
1579,6,140
1580,4,128
1581,6,127
1582,8,107
1583,7,91
1584,7,129
1585,5,115
1586,6,105
1587,8,126
1588,6,88
1589,5,85
1590,7,139
1591,7,89
1592,7,144
1593,6,94
1594,8,116
1595,5,88
1596,7,118
1597,7,93
1598,5,80
1599,7,141
1600,8,126
1601,7,108
1602,8,140
1603,6,116
1604,8,123
1605,7,100
1606,6,87
1607,6,103
1608,7,90
1609,5,145
1610,6,149
1611,8,132
1612,7,131
1613,5,108
1614,8,95
1615,5,90
1616,5,142
1617,8,87
1618,6,119
1619,6,144
1620,9,101
1621,6,139
1622,11,129
1623,7,94
1624,5,120
1625,6,94
1626,6,122
1627,7,115
1628,8,82
1629,7,97
1630,7,99
1631,8,106
1632,6,142
1633,11,100
1634,7,100
1635,5,95
1636,6,105
1637,5,107
1638,10,115
1639,6,137
1640,6,148
1641,7,106
1642,8,97
1643,6,89
1644,6,111
1645,7,81
1646,7,117
1647,6,109
1648,8,99
1649,7,116
1650,5,100
1651,9,138
1652,8,83
1653,7,144
1654,6,95
1655,7,83
1656,6,108
1657,6,105
1658,5,142
1659,7,125
1660,7,89
1661,7,91
1662,7,129
1663,6,139
1664,6,112
1665,7,106
1666,6,110
1667,10,108
1668,5,104
1669,6,125
1670,7,136
1671,8,105
1672,7,93
1673,5,135
1674,7,95
1675,5,115
1676,6,122
1677,7,89
1678,9,85
1679,6,111
1680,10,111
1681,5,128
1682,6,118
1683,6,92
1684,8,125
1685,6,120
1686,7,121
1687,6,128
1688,6,102
1689,8,124
1690,6,106
1691,5,82
1692,10,110
1693,6,115
1694,6,113
1695,6,136
1696,5,84
1697,6,123
1698,5,127
1699,7,120
1700,5,103
1701,7,101
1702,6,130
1703,7,87
1704,8,133
1705,5,114
1706,8,147
1707,6,145
1708,9,126
1709,7,92
1710,6,103
1711,9,94
1712,6,149
1713,6,86
1714,7,85
1715,6,146
1716,6,103
1717,4,104
1718,9,107
1719,6,148
1720,4,144
1721,6,98
1722,6,149
1723,10,81
1724,9,108
1725,5,88
1726,6,147
1727,6,95
1728,7,83
1729,5,114
1730,6,141
1731,4,105
1732,6,109
1733,6,111
1734,7,136
1735,5,116
1736,5,111
1737,8,130
1738,6,140
1739,7,118
1740,6,127
1741,6,109
1742,6,97
1743,5,122
1744,6,138
1745,7,119
1746,5,116
1747,8,81
1748,5,141
1749,6,145
1750,9,93
1751,6,117
1752,5,99
1753,7,105
1754,5,142
1755,9,144
1756,6,149
1757,7,102
1758,6,87
1759,5,87
1760,5,109
1761,4,130
1762,9,123
1763,7,97
1764,6,85
1765,4,141
1766,7,135
1767,5,110
1768,8,90
1769,7,138
1770,8,137
1771,5,143
1772,6,99
1773,5,124
1774,9,137
1775,6,117
1776,4,103
1777,6,125
1778,6,115
1779,6,137
1780,6,137
1781,6,113
1782,6,110
1783,7,89
1784,6,86
1785,7,91
1786,9,91
1787,5,142
1788,7,122
1789,5,93
1790,8,119
1791,6,131
1792,4,102
1793,7,81
1794,11,120
1795,7,143
1796,7,105
1797,6,96
1798,7,117
1799,5,99
1800,7,90
1801,8,143
1802,7,135
1803,8,119
1804,7,90
1805,8,100
1806,5,97
1807,8,147
1808,6,135
1809,6,88
1810,6,100
1811,5,129
1812,7,81
1813,6,144
1814,7,119
1815,5,91
1816,5,131
1817,7,120
1818,5,125
1819,5,135
1820,6,90
1821,5,146
1822,6,109
1823,9,102
1824,7,139
1825,7,105
1826,5,82
1827,6,85
1828,5,145
1829,7,97
1830,6,131
1831,6,126
1832,7,146
1833,6,89
1834,7,106
1835,7,110
1836,8,139
1837,5,80
1838,7,118
1839,5,127
1840,5,140
1841,7,99
1842,4,109
1843,5,118
1844,7,86
1845,7,134
1846,7,125
1847,8,120
1848,6,108
1849,6,107
1850,6,110
1851,6,123
1852,7,87
1853,5,143
1854,6,125
1855,6,117
1856,6,149
1857,7,80
1858,7,111
1859,6,139
1860,11,150
1861,7,103
1862,8,98
1863,5,86
1864,6,93
1865,6,87
1866,7,88
1867,9,98
1868,9,100
1869,6,80
1870,7,109
1871,5,91
1872,6,121
1873,6,96
1874,8,140
1875,4,85
1876,8,124
1877,5,120
1878,8,139
1879,7,148
1880,7,109
1881,6,89
1882,9,138
1883,5,95
1884,6,82
1885,6,137
1886,7,114
1887,5,137
1888,6,92
1889,6,92
1890,5,141
1891,6,110
1892,5,147
1893,6,115
1894,8,96
1895,7,115
1896,6,81
1897,6,100
1898,7,86
1899,8,112
1900,7,128
1901,7,136
1902,6,105
1903,6,118
1904,8,122
1905,8,102
1906,6,102
1907,6,147
1908,6,80
1909,8,126
1910,6,124
1911,7,95
1912,6,136
1913,5,93
1914,9,94
1915,8,132
1916,5,103
1917,7,150
1918,7,126
1919,7,115
1920,6,131
1921,5,131
1922,7,134
1923,5,150
1924,6,123
1925,7,128
1926,6,95
1927,10,109
1928,7,115
1929,9,105
1930,7,150
1931,7,147
1932,6,106
1933,6,111
1934,7,140
1935,5,136
1936,5,139
1937,7,140
1938,5,114
1939,4,128
1940,8,112
1941,5,109
1942,9,146
1943,5,91
1944,5,94
1945,7,110
1946,7,142
1947,6,98
1948,6,111
1949,8,109
1950,6,130
1951,6,150
1952,7,85
1953,6,95
1954,9,121
1955,6,140
1956,4,98
1957,6,108
1958,4,81
1959,6,80
1960,8,147
1961,7,119
1962,7,129
1963,6,105
1964,5,82
1965,8,126
1966,9,95
1967,6,93
1968,7,113
1969,5,132
1970,6,85
1971,6,106
1972,8,90
1973,7,87
1974,7,109
1975,6,111
1976,9,134
1977,7,126
1978,5,110
1979,6,112
1980,7,109
1981,7,96
1982,7,115
1983,7,100
1984,6,111
1985,7,138
1986,6,83
1987,6,125
1988,6,95
1989,8,91
1990,6,97
1991,7,93
1992,8,89
1993,6,132
1994,8,128
1995,6,144
1996,6,109
1997,10,125
1998,6,105
1999,5,125
2000,9,81
2001,6,96
2002,8,144
2003,5,125
2004,9,132
2005,8,126
2006,6,128
2007,7,138
2008,6,136
2009,8,94
2010,4,133
2011,8,90
2012,6,93
2013,5,129
2014,5,149
2015,7,118
2016,7,82
2017,6,140
2018,7,150
2019,5,127
2020,9,100
2021,7,83
2022,6,91
2023,8,120
2024,7,98
2025,8,112
2026,6,106
2027,6,113
2028,6,149
2029,7,118
2030,6,107
2031,6,121
2032,6,147
2033,8,83
2034,7,96
2035,6,122
2036,8,92
2037,6,130
2038,6,125
2039,6,124
2040,6,133
2041,9,93
2042,8,93
2043,7,111
2044,6,104
2045,6,101
2046,7,121
2047,5,132
2048,6,112
2049,6,90
2050,5,84
2051,6,98
2052,6,86
2053,5,117
2054,5,129
2055,6,108
2056,6,96
2057,4,105
2058,8,96
2059,7,111
2060,5,92
2061,6,144
2062,6,132
2063,7,80
2064,6,96
2065,5,139
2066,7,89
2067,5,93
2068,7,88
2069,7,133
2070,8,97
2071,5,101
2072,4,131
2073,10,89
2074,6,130
2075,11,88
2076,6,123
2077,8,145
2078,8,82
2079,5,140
2080,8,81
2081,9,132
2082,5,89
2083,7,95
2084,8,108
2085,9,80
2086,7,91
2087,6,94
2088,8,129
2089,7,118
2090,8,102
2091,9,128
2092,10,116
2093,7,91
2094,6,98
2095,6,112
2096,6,90
2097,7,109
2098,6,82
2099,6,125
2100,8,95
2101,6,119
2102,6,127
2103,8,139
2104,7,105
2105,4,128
2106,6,87
2107,6,89
2108,10,92
2109,8,121
2110,7,126
2111,8,138
2112,6,116
2113,5,136
2114,8,142
2115,6,115
2116,6,81
2117,8,113
2118,6,82
2119,5,93
2120,6,118
2121,7,128
2122,6,114
2123,8,138
2124,7,121
2125,5,89
2126,6,97
2127,6,93
2128,6,133
2129,8,147
2130,6,93
2131,5,135
2132,5,108
2133,5,81
2134,7,103
2135,4,148
2136,9,119
2137,8,117
2138,5,94
2139,5,95
2140,5,121
2141,8,144
2142,10,80
